,ctoi_alias,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,ra,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim
2097,364075352.01,10.9591,0.006,-0.006,1.0,0.0,306.223028,-4.544,0.032,-0.032,1.0,0.0,5.466,0.046,-0.046,1.0,0.0,2458772.93351,0.00176,-0.00176,1.0,0.0,5.713,0.273,-0.273,1.0,0.0,8240.0,16.4745,-16.4745,1.0,0.0,13.5094,0.802617,-0.802617,1.0,0.0,310.885,1.81,-1.81,1.0,0.0,6641.0,158.8,-158.8,1.0,0.0,4.38,0.09,-0.09,1.0,0.0,1.26,0.05,-0.05,1.0,0.0
2099,260043723.01,8.735,0.006,-0.006,1.0,0.0,91.608698,17.646,0.073,-0.073,1.0,0.0,-11.08,0.075,-0.075,1.0,0.0,2460203.94664,0.001061,-0.001061,1.0,0.0,3.541,0.321,-0.321,1.0,0.0,584.0,155.904,-155.904,1.0,0.0,4.70639,0.523086,-0.523086,1.0,0.0,142.018,0.679,-0.679,1.0,0.0,6278.0,196.0,-196.0,1.0,0.0,4.08153,0.29837,-0.29837,1.0,0.0,1.55,0.07,-0.07,1.0,0.0
2103,293567206.01,10.4929,0.006,-0.006,1.0,0.0,145.799111,-24.463,0.036,-0.036,1.0,0.0,-70.699,0.038,-0.038,1.0,0.0,2460311.597247,0.001507,-0.001507,1.0,0.0,0.751,0.221,-0.221,1.0,0.0,723.0,80.18,-80.18,1.0,0.0,3.35129,0.226641,-0.226641,1.0,0.0,185.849,0.6985,-0.6985,1.0,0.0,5829.0,132.5,-132.5,1.0,0.0,4.41,0.08,-0.08,1.0,0.0,1.06,0.05,-0.05,1.0,0.0
2145,339250695.01,13.135,0.011,-0.011,1.0,0.0,84.789937,5.46,0.041,-0.041,1.0,0.0,-13.931,0.041,-0.041,1.0,0.0,2460287.858395,0.004485,-0.004485,1.0,0.0,3.2344044,0.2206068,-0.2206068,1.0,0.0,9512.9165619,697.2413,-697.2413,1.0,0.0,12.4034204,0.6293656,-0.6293656,1.0,0.0,587.219,10.8755,-10.8755,1.0,0.0,5947.0,122.0,-122.0,1.0,0.0,4.36,0.09,-0.09,1.0,0.0,1.1428699,0.07,-0.07,1.0,0.0
2148,116257066.01,11.1843,0.153,-0.153,1.0,0.0,85.151086,1.163,0.086,-0.086,1.0,0.0,-5.145,0.067,-0.067,1.0,0.0,2459545.961039,0.001709,-0.001709,1.0,0.0,3.078,0.682,-0.682,1.0,0.0,7130.0,18.863,-18.863,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,1686.41,141.275,-141.275,1.0,0.0,13253.0,143.0,-143.0,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2154,49710555.01,12.3035,0.007,-0.007,1.0,0.0,352.16451,26.857,0.105,-0.105,1.0,0.0,-7.918,0.056,-0.056,1.0,0.0,2459109.092,0.00271,-0.00271,1.0,0.0,3.106,0.332,-0.332,1.0,0.0,5990.0,1664.13,-1664.13,1.0,0.0,18.1866,6.07947,-6.07947,1.0,0.0,551.16,13.313,-13.313,1.0,0.0,5920.0,125.6,-125.6,1.0,0.0,4.22,0.08,-0.08,1.0,0.0,1.34,0.07,-0.07,1.0,0.0
2174,361998994.01,13.6447,0.006,-0.006,1.0,0.0,145.2336,-9.782,0.034,-0.034,1.0,0.0,9.692,0.031,-0.031,1.0,0.0,2458622.189194,0.004049,-0.004049,1.0,0.0,2.954,0.387,-0.387,1.0,0.0,9350.0,16.3639,-16.3639,1.0,0.0,13.3315,0.820598,-0.820598,1.0,0.0,1049.88,18.82,-18.82,1.0,0.0,6320.0,122.0,-122.0,1.0,0.0,4.26,0.09,-0.09,1.0,0.0,1.37,0.07,-0.07,1.0,0.0
2186,188593930.01,12.3574,0.007,-0.007,1.0,0.0,345.522623,-28.458,0.068,-0.068,1.0,0.0,-176.929,0.056,-0.056,1.0,0.0,2458354.27607,0.00343,-0.00343,1.0,0.0,1.145,0.252,-0.252,1.0,0.0,3162.12,9.28965,-9.28965,1.0,0.0,5.43222,0.825769,-0.825769,1.0,0.0,379.256,5.205,-5.205,1.0,0.0,5912.5,441.0,-441.0,1.0,0.0,4.36,0.09,-0.09,1.0,0.0,0.88,0.12,-0.12,1.0,0.0
2193,284254253.01,12.8482,0.006,-0.006,1.0,0.0,233.280288,-9.669,0.033,-0.033,1.0,0.0,-5.794,0.036,-0.036,1.0,0.0,2458651.973815,0.013682,-0.013682,1.0,0.0,4.562,0.394,-0.394,1.0,0.0,3420.0,1363.91,-1363.91,1.0,0.0,13.9775,5.68226,-5.68226,1.0,0.0,527.819,6.746,-6.746,1.0,0.0,5626.0,129.6,-129.6,1.0,0.0,4.15,0.08,-0.08,1.0,0.0,1.39,0.07,-0.07,1.0,0.0
2194,453289469.01,12.8492,0.006,-0.006,1.0,0.0,148.193703,-24.132,0.028,-0.028,1.0,0.0,5.231,0.026,-0.026,1.0,0.0,2458652.436812,0.002997,-0.002997,1.0,0.0,1.543,0.196,-0.196,1.0,0.0,1920.0,3.54741,-3.54741,1.0,0.0,9.09676,0.647777,-0.647777,1.0,0.0,715.534,7.67,-7.67,1.0,0.0,5473.0,128.0,-128.0,1.0,0.0,3.8,0.08,-0.08,1.0,0.0,2.04,0.11,-0.11,1.0,0.0
2195,282091493.01,13.5709,0.006,-0.006,1.0,0.0,135.291964,-29.443,0.037,-0.037,1.0,0.0,30.294,0.047,-0.047,1.0,0.0,2458647.685514,0.003067,-0.003067,1.0,0.0,3.332,0.3,-0.3,1.0,0.0,11150.0,10.9407,-10.9407,1.0,0.0,8.56973,0.820598,-0.820598,1.0,0.0,388.495,3.066,-3.066,1.0,0.0,4809.0,122.0,-122.0,1.0,0.0,4.51,0.09,-0.09,1.0,0.0,0.82,0.07,-0.07,1.0,0.0
2200,275562670.01,13.5159,0.007,-0.007,1.0,0.0,240.53688,-10.025,0.063,-0.063,1.0,0.0,-10.515,0.045,-0.045,1.0,0.0,2458651.449273,0.002828,-0.002828,1.0,0.0,2.437,0.197,-0.197,1.0,0.0,33340.0,38.0604,-38.0604,1.0,0.0,13.941,0.820598,-0.820598,1.0,0.0,409.504,4.608,-4.608,1.0,0.0,5985.0,122.0,-122.0,1.0,0.0,4.72,0.09,-0.09,1.0,0.0,0.76,0.07,-0.07,1.0,0.0
2207,9032368.01,13.2889,0.007,-0.007,1.0,0.0,355.901919,11.261,0.078,-0.078,1.0,0.0,-17.047,0.047,-0.047,1.0,0.0,2458355.67942,0.00364,-0.00364,1.0,0.0,1.466,0.341,-0.341,1.0,0.0,5500.0,21.4543,-21.4543,1.0,0.0,9.24379,0.820598,-0.820598,1.0,0.0,741.257,20.804,-20.804,1.0,0.0,5997.0,122.0,-122.0,1.0,0.0,4.39,0.09,-0.09,1.0,0.0,1.11,0.07,-0.07,1.0,0.0
2211,321436679.01,12.6396,0.013,-0.013,1.0,0.0,83.140649,0.18,0.035,-0.035,1.0,0.0,-3.739,0.033,-0.033,1.0,0.0,2460286.361991,0.002844,-0.002844,1.0,0.0,2.6213684,0.1426894,-0.1426894,1.0,0.0,7318.4567789,464.2924,-464.2924,1.0,0.0,22.1075367,1.4044659,-1.4044659,1.0,0.0,881.379,16.3,-16.3,1.0,0.0,6361.4,114.5,-114.5,1.0,0.0,3.83,0.09,-0.09,1.0,0.0,2.2823701,0.11112,-0.11112,1.0,0.0
2221,286696848.01,12.8814,0.008,-0.008,1.0,0.0,72.799655,40.626,0.046,-0.046,1.0,0.0,-29.917,0.044,-0.044,1.0,0.0,2458835.622721,0.001383,-0.001383,1.0,0.0,3.278,0.243,-0.243,1.0,0.0,49560.0,38.564,-38.564,1.0,0.0,15.0384,0.639276,-0.639276,1.0,0.0,166.818,0.751,-0.751,1.0,0.0,3916.0,157.0,-157.0,1.0,0.0,4.59,0.01,-0.01,1.0,0.0,0.67,0.02,-0.02,1.0,0.0
2236,29336129.01,12.5246,0.006,-0.006,1.0,0.0,132.871698,0.088,0.041,-0.041,1.0,0.0,1.337,0.041,-0.041,1.0,0.0,2459989.636228,0.006924,-0.006924,1.0,0.0,5.2796046,0.4663548,-0.4663548,1.0,0.0,2383.8690387,310.72556,-310.72556,1.0,0.0,10.6745489,4.354529,-4.354529,1.0,0.0,762.471,13.8775,-13.8775,1.0,0.0,6361.0,137.0,-137.0,1.0,0.0,4.09,0.08,-0.08,1.0,0.0,1.6787,0.0733066,-0.0733066,1.0,0.0
2239,22020459.01,12.5961,0.008,-0.008,1.0,0.0,147.853628,-2.838,0.056,-0.056,1.0,0.0,2.228,0.058,-0.058,1.0,0.0,2459988.479583,0.005264,-0.005264,1.0,0.0,2.75,0.284,-0.284,1.0,0.0,1960.0,2.6188,-2.6188,1.0,0.0,7.33432,0.496805,-0.496805,1.0,0.0,923.797,26.82,-26.82,1.0,0.0,6561.0,135.8,-135.8,1.0,0.0,4.12,0.09,-0.09,1.0,0.0,1.67,0.09,-0.09,1.0,0.0
2248,322862882.01,13.364,0.042,-0.042,1.0,0.0,218.476437,-139.71,2.0,-2.0,1.0,0.0,-14.68,2.0,-2.0,1.0,0.0,2459359.464532,0.000666,-0.000666,1.0,0.0,1.139,0.183,-0.183,1.0,0.0,19760.0,52.9706,-52.9706,1.0,0.0,8.82245,1.3312,-1.3312,1.0,0.0,375.012,4.92,-4.92,1.0,0.0,4313.2,312.3,-312.3,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,0.59,0.08,-0.08,1.0,0.0
2253,175476629.01,12.8509,0.006,-0.006,1.0,0.0,350.977923,25.692,0.047,-0.047,1.0,0.0,-13.893,0.058,-0.058,1.0,0.0,2458354.27156,0.00674,-0.00674,1.0,0.0,2.188,0.24,-0.24,1.0,0.0,5009.01,843.33,-843.33,1.0,0.0,6.52263,2.67802,-2.67802,1.0,0.0,380.053,6.5265,-6.5265,1.0,0.0,5349.5,38.6,-38.6,1.0,0.0,4.44,2.0,-2.0,1.0,0.0,0.84,0.01,-0.01,1.0,0.0
2260,306547699.01,13.1235,0.017,-0.017,1.0,0.0,179.457833,-6.864,0.092,-0.092,1.0,0.0,0.657,0.083,-0.083,1.0,0.0,2459356.241304,0.002802,-0.002802,1.0,0.0,4.856,0.217,-0.217,1.0,0.0,13510.0,9.01793,-9.01793,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,7186.76,2210.35,-2210.35,1.0,0.0,3922.8,331.1,-331.1,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2261,309436531.01,12.3297,0.006,-0.006,1.0,0.0,138.805858,7.514,0.031,-0.031,1.0,0.0,-2.005,0.034,-0.034,1.0,0.0,2459383.966929,0.000648,-0.000648,1.0,0.0,1.875,0.175,-0.175,1.0,0.0,7810.0,3.96589,-3.96589,1.0,0.0,11.1273,0.583107,-0.583107,1.0,0.0,522.663,4.9445,-4.9445,1.0,0.0,6189.4,119.1,-119.1,1.0,0.0,4.32,0.08,-0.08,1.0,0.0,1.25,0.06,-0.06,1.0,0.0
2268,254629854.01,10.7989,0.006,-0.006,1.0,0.0,236.542661,-14.595,0.093,-0.093,1.0,0.0,-18.508,0.065,-0.065,1.0,0.0,2459359.54722,0.001332,-0.001332,1.0,0.0,1.251,0.224,-0.224,1.0,0.0,1650.0,3.3845,-3.3845,1.0,0.0,8.81333,0.626163,-0.626163,1.0,0.0,492.34,10.4695,-10.4695,1.0,0.0,6495.0,133.9,-133.9,1.0,0.0,3.89,0.09,-0.09,1.0,0.0,2.18,0.11,-0.11,1.0,0.0
2277,382474101.01,10.179,0.04,-0.04,1.0,0.0,12.274291,-7.4,2.0,-2.0,1.0,0.0,-5.2,2.0,-2.0,1.0,0.0,2459107.753084,0.000204,-0.000204,1.0,0.0,3.56,0.049,-0.049,1.0,0.0,10880.0,0.216525,-0.216525,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,216.661,4.92,-4.92,1.0,0.0,6054.0,193.0,-193.0,1.0,0.0,4.29,2.0,-2.0,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2283,284747017.01,11.7603,0.006,-0.006,1.0,0.0,78.040149,19.705,0.077,-0.077,1.0,0.0,-86.141,0.054,-0.054,1.0,0.0,2458839.923433,0.005575,-0.005575,1.0,0.0,3.182,0.426,-0.426,1.0,0.0,1800.0,3.63809,-3.63809,1.0,0.0,3.19942,0.294622,-0.294622,1.0,0.0,145.759,0.864,-0.864,1.0,0.0,4570.0,126.3,-126.3,1.0,0.0,4.54,0.1,-0.1,1.0,0.0,0.75,0.06,-0.06,1.0,0.0
2291,467783290.01,12.4332,0.008,-0.008,1.0,0.0,62.618611,2.412,0.085,-0.085,1.0,0.0,-5.995,0.036,-0.036,1.0,0.0,2459521.512909,0.001006,-0.001006,1.0,0.0,2.506,0.376,-0.376,1.0,0.0,9000.0,52.2744,-52.2744,1.0,0.0,21.323,1.87409,-1.87409,1.0,0.0,884.571,27.1445,-27.1445,1.0,0.0,6630.3,102.6,-102.6,1.0,0.0,4.0,0.09,-0.09,1.0,0.0,1.95,0.1,-0.1,1.0,0.0
2297,27244707.01,12.816,0.019,-0.019,1.0,0.0,65.615413,-17.959,2.183,-2.183,1.0,0.0,-9.363,2.182,-2.182,1.0,0.0,2458838.180194,0.005546,-0.005546,1.0,0.0,2.636,0.329,-0.329,1.0,0.0,5190.0,13.212,-13.212,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,420.132,4.92,-4.92,1.0,0.0,6056.45,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2308,374847873.01,12.5964,0.006,-0.006,1.0,0.0,151.064827,-15.039,3.081,-3.081,1.0,0.0,-3.992,3.081,-3.081,1.0,0.0,2459332.080551,0.001319,-0.001319,1.0,0.0,0.849,0.24,-0.24,1.0,0.0,5740.0,31.1471,-31.1471,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,440.02,4.92,-4.92,1.0,0.0,5371.5,196.5,-196.5,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2321,304950588.01,13.2566,0.029,-0.029,1.0,0.0,178.357087,-6.257,0.031,-0.031,1.0,0.0,0.371,0.026,-0.026,1.0,0.0,2459350.857352,0.005173,-0.005173,1.0,0.0,3.868,0.446,-0.446,1.0,0.0,13740.0,20.9701,-20.9701,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,3327.99,244.17,-244.17,1.0,0.0,3505.0,222.6,-222.6,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2322,303883880.01,13.3733,0.028,-0.028,1.0,0.0,177.688743,-5.306,0.03,-0.03,1.0,0.0,0.549,0.027,-0.027,1.0,0.0,2459359.59881,0.001384,-0.001384,1.0,0.0,2.434,0.27,-0.27,1.0,0.0,12070.0,9.70076,-9.70076,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,2275.78,102.235,-102.235,1.0,0.0,6056.45,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2350,117689799.01,11.6006,0.007,-0.007,1.0,0.0,300.735006,4.563,0.036,-0.036,1.0,0.0,-10.646,0.04,-0.04,1.0,0.0,2459771.874948,0.000538,-0.000538,1.0,0.0,2.3436622,0.0359979,-0.0359979,1.0,0.0,17928.3672773,330.31314,-330.31314,1.0,0.0,14.5949243,0.7268147,-0.7268147,1.0,0.0,299.999,2.492,-2.492,1.0,0.0,5863.0,140.7,-140.7,1.0,0.0,4.42,0.08,-0.08,1.0,0.0,1.04535,0.0500503,-0.0500503,1.0,0.0
2353,86451883.01,13.3911,0.006,-0.006,1.0,0.0,298.561279,-1.004,0.029,-0.029,1.0,0.0,-23.111,0.032,-0.032,1.0,0.0,2458708.663596,0.008067,-0.008067,1.0,0.0,2.858,0.536,-0.536,1.0,0.0,11010.0,48.2745,-48.2745,1.0,0.0,8.43478,0.820598,-0.820598,1.0,0.0,378.906,2.7575,-2.7575,1.0,0.0,4896.0,122.0,-122.0,1.0,0.0,4.52,0.09,-0.09,1.0,0.0,0.81,0.07,-0.07,1.0,0.0
2354,278968371.01,12.4162,0.032,-0.032,1.0,0.0,290.079022,-5.342,0.033,-0.033,1.0,0.0,-1.476,0.041,-0.041,1.0,0.0,2458707.691822,0.004138,-0.004138,1.0,0.0,2.35,0.272,-0.272,1.0,0.0,7140.0,11.7254,-11.7254,1.0,0.0,13.6803,0.895715,-0.895715,1.0,0.0,535.034,8.240501,-8.240501,1.0,0.0,6053.0,247.7,-247.7,1.0,0.0,4.08,0.09,-0.09,1.0,0.0,1.61,0.08,-0.08,1.0,0.0
2364,139285736.01,11.9969,0.006,-0.006,1.0,0.0,348.039774,-7.696,0.055,-0.055,1.0,0.0,9.169,0.084,-0.084,1.0,0.0,2458326.05107,0.0011,-0.0011,1.0,0.0,1.571,0.085,-0.085,1.0,0.0,23529.8,2256.7,-2256.7,1.0,0.0,14.723,4.58264,-4.58264,1.0,0.0,244.271,4.032,-4.032,1.0,0.0,5039.5,80.5,-80.5,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,0.87,0.03,-0.03,1.0,0.0
2374,463203560.01,10.6758,0.006,-0.006,1.0,0.0,153.250338,-27.328,0.048,-0.048,1.0,0.0,15.688,0.047,-0.047,1.0,0.0,2460014.553417,0.001976,-0.001976,1.0,0.0,2.62,0.285,-0.285,1.0,0.0,2270.0,20.5618,-20.5618,1.0,0.0,5.94241,0.591461,-0.591461,1.0,0.0,206.3,1.174,-1.174,1.0,0.0,6211.0,130.4,-130.4,1.0,0.0,4.46,0.08,-0.08,1.0,0.0,1.07,0.05,-0.05,1.0,0.0
2375,462162963.01,12.3935,0.009,-0.009,1.0,0.0,150.368272,-7.369,0.046,-0.046,1.0,0.0,3.932,0.043,-0.043,1.0,0.0,2458593.752907,0.004296,-0.004296,1.0,0.0,1.945,0.376,-0.376,1.0,0.0,3710.0,9.83036,-9.83036,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,1001.96,25.1445,-25.1445,1.0,0.0,14466.0,139.0,-139.0,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2380,441334829.01,12.5449,0.007,-0.007,1.0,0.0,145.150907,-4.066,0.039,-0.039,1.0,0.0,5.484,0.041,-0.041,1.0,0.0,2459991.660646,0.003803,-0.003803,1.0,0.0,3.414,0.457,-0.457,1.0,0.0,6480.0,109.816,-109.816,1.0,0.0,12.1784,1.48421,-1.48421,1.0,0.0,654.773,9.9795,-9.9795,1.0,0.0,7664.0,143.6,-143.6,1.0,0.0,4.51,0.08,-0.08,1.0,0.0,1.23,0.04,-0.04,1.0,0.0
2384,103245940.01,13.0742,0.006,-0.006,1.0,0.0,156.596157,-1.629,0.027,-0.027,1.0,0.0,2.988,0.027,-0.027,1.0,0.0,2459301.699712,0.001566,-0.001566,1.0,0.0,4.373,0.19,-0.19,1.0,0.0,18310.0,8.23287,-8.23287,1.0,0.0,13.6873,0.820598,-0.820598,1.0,0.0,512.984,4.5475,-4.5475,1.0,0.0,5824.0,122.0,-122.0,1.0,0.0,4.53,0.09,-0.09,1.0,0.0,0.92,0.07,-0.07,1.0,0.0
2392,242460075.01,12.9841,0.006,-0.006,1.0,0.0,214.31811,-21.078,0.054,-0.054,1.0,0.0,-1.64,0.046,-0.046,1.0,0.0,2459356.489051,0.00159,-0.00159,1.0,0.0,1.928,0.204,-0.204,1.0,0.0,9480.0,7.2433,-7.2433,1.0,0.0,13.2842,0.815267,-0.815267,1.0,0.0,717.079,17.113,-17.113,1.0,0.0,5955.0,134.1,-134.1,1.0,0.0,4.24,0.08,-0.08,1.0,0.0,1.31,0.07,-0.07,1.0,0.0
2415,40779013.01,11.8744,0.006,-0.006,1.0,0.0,293.480154,-1.949,0.054,-0.054,1.0,0.0,-2.482,0.053,-0.053,1.0,0.0,2458708.891857,0.002161,-0.002161,1.0,0.0,1.562,0.339,-0.339,1.0,0.0,9840.0,22.8329,-22.8329,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,611.126,4.92,-4.92,1.0,0.0,6845.2,270.1,-270.1,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2428,106224626.01,13.4979,0.006,-0.006,1.0,0.0,301.078777,-5.199,0.028,-0.028,1.0,0.0,-5.857,0.032,-0.032,1.0,0.0,2458731.298955,0.003451,-0.003451,1.0,0.0,2.084,0.209,-0.209,1.0,0.0,24860.0,41.749,-41.749,1.0,0.0,13.4003,0.820598,-0.820598,1.0,0.0,380.532,2.779,-2.779,1.0,0.0,4874.0,122.0,-122.0,1.0,0.0,4.53,0.09,-0.09,1.0,0.0,0.8,0.07,-0.07,1.0,0.0
2429,373576942.01,12.8424,0.009,-0.009,1.0,0.0,320.427977,-4.599,0.023,-0.023,1.0,0.0,-11.514,0.026,-0.026,1.0,0.0,2458731.568477,0.004386,-0.004386,1.0,0.0,1.846,0.309,-0.309,1.0,0.0,9160.0,24.2008,-24.2008,1.0,0.0,15.1782,1.1299,-1.1299,1.0,0.0,891.899,12.153,-12.153,1.0,0.0,6245.0,136.1,-136.1,1.0,0.0,4.12,0.09,-0.09,1.0,0.0,1.59,0.08,-0.08,1.0,0.0
2432,20892672.01,13.105,0.006,-0.006,1.0,0.0,1.399014,-1.949,0.054,-0.054,1.0,0.0,-2.482,0.053,-0.053,1.0,0.0,2458356.50088,0.00214,-0.00214,1.0,0.0,2.506,0.221,-0.221,1.0,0.0,5448.84,4.46476,-4.46476,1.0,0.0,9.58224,9.58616,-9.58616,1.0,0.0,629.792,4.92,-4.92,1.0,0.0,5894.0,190.0,-190.0,1.0,0.0,4.32,0.09,-0.09,1.0,0.0,1.18,1.18,-1.18,1.0,0.0
2434,470974162.01,12.3794,0.006,-0.006,1.0,0.0,110.878729,-11.496,0.035,-0.035,1.0,0.0,-22.191,0.025,-0.025,1.0,0.0,2459603.239373,0.001829,-0.001829,1.0,0.0,2.196,0.267,-0.267,1.0,0.0,4800.0,4.94853,-4.94853,1.0,0.0,6.27906,0.489746,-0.489746,1.0,0.0,270.518,1.725,-1.725,1.0,0.0,4992.1,131.4,-131.4,1.0,0.0,4.44,0.09,-0.09,1.0,0.0,0.9,0.06,-0.06,1.0,0.0
2443,220396259.01,9.9124,0.006,-0.006,1.0,0.0,68.891541,-1.949,0.04,-0.04,1.0,0.0,-34.477,0.042,-0.042,1.0,0.0,2458355.6259,0.00092,-0.00092,1.0,0.0,1.337,0.359,-0.359,1.0,0.0,276.272,0.879078,-0.879078,1.0,0.0,3.12766,0.205199,-0.205199,1.0,0.0,231.803,1.051,-1.051,1.0,0.0,5825.0,97.8,-97.8,1.0,0.0,4.04,0.12,-0.12,1.0,0.0,1.71,0.06,-0.06,1.0,0.0
2444,29117085.01,11.2119,0.006,-0.006,1.0,0.0,118.426692,-15.033,0.072,-0.072,1.0,0.0,-17.056,0.064,-0.064,1.0,0.0,2458846.993395,0.000877,-0.000877,1.0,0.0,3.301,0.217,-0.217,1.0,0.0,13420.0,23.8528,-23.8528,1.0,0.0,11.7716,0.754998,-0.754998,1.0,0.0,188.294,1.873,-1.873,1.0,0.0,5373.8,107.5,-107.5,1.0,0.0,4.51,0.08,-0.08,1.0,0.0,0.89,0.04,-0.04,1.0,0.0
2462,141631253.01,10.8521,0.006,-0.006,1.0,0.0,129.802678,-4.506,0.055,-0.055,1.0,0.0,5.554,0.044,-0.044,1.0,0.0,2459963.201995,0.002972,-0.002972,1.0,0.0,2.2820392,0.1548183,-0.1548183,1.0,0.0,1210.5574745,141.96889,-141.96889,1.0,0.0,5.3730452,0.4731371,-0.4731371,1.0,0.0,327.463,3.259,-3.259,1.0,0.0,7051.0,133.5,-133.5,1.0,0.0,4.42,0.09,-0.09,1.0,0.0,1.2684,0.0507437,-0.0507437,1.0,0.0
2467,112037203.01,13.2041,0.006,-0.006,1.0,0.0,209.183512,-47.7,0.055,-0.055,1.0,0.0,-46.082,0.051,-0.051,1.0,0.0,2458619.606193,0.002298,-0.002298,1.0,0.0,2.645,0.229,-0.229,1.0,0.0,18670.0,17.8254,-17.8254,1.0,0.0,11.0608,0.820598,-0.820598,1.0,0.0,277.718,2.53,-2.53,1.0,0.0,4486.0,122.0,-122.0,1.0,0.0,4.5,0.09,-0.09,1.0,0.0,0.78,0.07,-0.07,1.0,0.0
2471,76505260.01,13.2608,0.006,-0.006,1.0,0.0,228.684363,-12.355,0.09,-0.09,1.0,0.0,-0.119,0.082,-0.082,1.0,0.0,2459356.441741,0.001764,-0.001764,1.0,0.0,2.865,0.172,-0.172,1.0,0.0,13290.0,3422.45,-3422.45,1.0,0.0,29.183,0.820598,-0.820598,1.0,0.0,761.766,29.158,-29.158,1.0,0.0,6038.0,122.0,-122.0,1.0,0.0,4.22,0.09,-0.09,1.0,0.0,1.36,0.07,-0.07,1.0,0.0
2486,89876424.01,13.3403,0.013,-0.013,1.0,0.0,301.520846,-1.741,0.032,-0.032,1.0,0.0,-5.531,0.031,-0.031,1.0,0.0,2458733.088312,0.006916,-0.006916,1.0,0.0,2.226,0.32,-0.32,1.0,0.0,8770.0,24.5268,-24.5268,1.0,0.0,18.9812,0.820598,-0.820598,1.0,0.0,1277.4,30.515,-30.515,1.0,0.0,6125.0,122.0,-122.0,1.0,0.0,3.87,0.09,-0.09,1.0,0.0,2.06,0.07,-0.07,1.0,0.0
2488,67247610.01,13.134,0.017,-0.017,1.0,0.0,311.862231,-1.949,0.054,-0.054,1.0,0.0,-2.482,0.053,-0.053,1.0,0.0,2460340.791704,0.002443,-0.002443,1.0,0.0,2.1627229,0.1318505,-0.1318505,1.0,0.0,19601.2829646,1311.5981,-1311.5981,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,375.012,4.92,-4.92,1.0,0.0,3633.7,351.2,-351.2,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
2497,27844066.01,12.5299,0.006,-0.006,1.0,0.0,296.414319,-8.265,2.085,-2.085,1.0,0.0,-5.897,2.085,-2.085,1.0,0.0,2458732.821053,0.001593,-0.001593,1.0,0.0,1.197,0.21,-0.21,1.0,0.0,10790.0,19.5896,-19.5896,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,777.748,4.92,-4.92,1.0,0.0,6292.8,284.0,-284.0,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
