,ctoi_alias,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,ra,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim
731,138017750.01,7.42812,0.006,-0.006,1.0,0.0,50.80115,109.242,0.111,-0.111,1.0,0.0,-58.264,0.096,-0.096,1.0,0.0,2460632.178917,0.000617,-0.000617,1.0,0.0,2.341,0.607,-0.607,1.0,0.0,2929.0,5724.26,-5724.26,1.0,0.0,23.6289,6.70968,-6.70968,1.0,0.0,100.635,0.8968,-0.8968,1.0,0.0,6057.7,67.1,-67.1,1.0,0.0,3.84,0.08,-0.08,1.0,0.0,2.13,0.09,-0.09,1.0,0.0
737,272625214.01,10.4641,0.006,-0.006,1.0,0.0,356.318574,15.96,0.054,-0.054,1.0,0.0,0.67,0.045,-0.045,1.0,0.0,2458979.490719,0.007091,-0.007091,1.0,0.0,3.45,0.46,-0.46,1.0,0.0,1180.0,105.379,-105.379,1.0,0.0,5.46087,0.343567,-0.343567,1.0,0.0,304.76,3.193,-3.193,1.0,0.0,6651.0,139.9,-139.9,1.0,0.0,4.27,0.09,-0.09,1.0,0.0,1.44,0.06,-0.06,1.0,0.0
738,317397615.01,10.2351,0.006,-0.006,1.0,0.0,349.796329,-5.462,0.045,-0.045,1.0,0.0,-18.639,0.044,-0.044,1.0,0.0,2460479.137922,0.001553,-0.001553,1.0,0.0,1.377,0.058,-0.058,1.0,0.0,633.0,25.414,-25.414,1.0,0.0,9.77911,0.820598,-0.820598,1.0,0.0,423.272,4.72,-4.72,1.0,0.0,5182.0,122.0,-122.0,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,4.04,0.07,-0.07,1.0,0.0
739,317507345.01,9.68708,0.006,-0.006,1.0,0.0,351.174718,12.588,0.054,-0.054,1.0,0.0,2.736,0.047,-0.047,1.0,0.0,2460473.279498,0.000144,-0.000144,1.0,0.0,1.991,0.148,-0.148,1.0,0.0,13317.0,5183.76,-5183.76,1.0,0.0,25.3897,2.96422,-2.96422,1.0,0.0,260.494,2.111,-2.111,1.0,0.0,7170.0,213.8,-213.8,1.0,0.0,4.31,0.08,-0.08,1.0,0.0,1.51,0.05,-0.05,1.0,0.0
741,322202434.01,10.2505,0.006,-0.006,1.0,0.0,325.32505,51.799,0.044,-0.044,1.0,0.0,29.15,0.044,-0.044,1.0,0.0,2460420.948154,0.000926,-0.000926,1.0,0.0,1.562,0.348,-0.348,1.0,0.0,1532.0,96.9248,-96.9248,1.0,0.0,3.7143,0.233363,-0.233363,1.0,0.0,133.496,0.4335,-0.4335,1.0,0.0,5521.0,182.2,-182.2,1.0,0.0,4.48,0.08,-0.08,1.0,0.0,0.94,0.05,-0.05,1.0,0.0
742,376838000.01,9.9272,0.033,-0.033,1.0,0.0,340.909648,11.937,0.055,-0.055,1.0,0.0,2.525,0.049,-0.049,1.0,0.0,2458765.05965,0.0045,-0.0045,1.0,0.0,1.39,0.551,-0.551,1.0,0.0,560.0,5.50695,-5.50695,1.0,0.0,5.32848,0.574709,-0.574709,1.0,0.0,451.796,6.61,-6.61,1.0,0.0,10596.0,671.7,-671.7,1.0,0.0,4.27,0.09,-0.09,1.0,0.0,2.0,0.1,-0.1,1.0,0.0
743,377144784.01,10.0552,0.006,-0.006,1.0,0.0,342.443925,68.76,0.048,-0.048,1.0,0.0,3.244,0.044,-0.044,1.0,0.0,2460447.12743,0.002291,-0.002291,1.0,0.0,2.654,0.261,-0.261,1.0,0.0,586.0,20.5893,-20.5893,1.0,0.0,9.72386,0.820598,-0.820598,1.0,0.0,396.201,4.0995,-4.0995,1.0,0.0,5017.0,122.0,-122.0,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,4.73,0.07,-0.07,1.0,0.0
747,388076005.01,9.39435,0.006,-0.006,1.0,0.0,318.049804,54.237,0.038,-0.038,1.0,0.0,29.051,0.044,-0.044,1.0,0.0,2459880.690181,0.002397,-0.002397,1.0,0.0,3.128,0.491,-0.491,1.0,0.0,340.0,21.404,-21.404,1.0,0.0,2.01928,0.114591,-0.114591,1.0,0.0,113.845,0.291,-0.291,1.0,0.0,5932.2,71.4,-71.4,1.0,0.0,4.48,0.08,-0.08,1.0,0.0,1.0,0.05,-0.05,1.0,0.0
748,407394748.01,9.5287,0.006,-0.006,1.0,0.0,5.420651,17.7,1.7,-1.7,1.0,0.0,10.0,1.8,-1.8,1.0,0.0,2460311.882875,0.000421,-0.000421,1.0,0.0,1.073,0.142,-0.142,1.0,0.0,1301.0,63.7966,-63.7966,1.0,0.0,6.75509,0.820598,-0.820598,1.0,0.0,280.381,4.92,-4.92,1.0,0.0,7325.2,111.9,-111.9,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.77,0.07,-0.07,1.0,0.0
749,461387302.01,10.2763,0.006,-0.006,1.0,0.0,3.021798,19.05,0.046,-0.046,1.0,0.0,-8.532,0.045,-0.045,1.0,0.0,2460630.611572,0.003491,-0.003491,1.0,0.0,5.137,1.311,-1.311,1.0,0.0,1111.0,55.1725,-55.1725,1.0,0.0,3.79308,0.217623,-0.217623,1.0,0.0,234.455,1.54,-1.54,1.0,0.0,6406.0,179.8,-179.8,1.0,0.0,4.34,0.09,-0.09,1.0,0.0,1.27,0.06,-0.06,1.0,0.0
750,470852531.01,10.2918,0.006,-0.006,1.0,0.0,359.741171,37.502,0.052,-0.052,1.0,0.0,-13.408,0.071,-0.071,1.0,0.0,2458765.53404,0.00394,-0.00394,1.0,0.0,2.114,0.367,-0.367,1.0,0.0,890.0,1.6014,-1.6014,1.0,0.0,4.21366,0.272462,-0.272462,1.0,0.0,269.476,2.3625,-2.3625,1.0,0.0,6587.0,163.9,-163.9,1.0,0.0,4.27,0.09,-0.09,1.0,0.0,1.43,0.06,-0.06,1.0,0.0
758,51024887.01,14.9885,0.011,-0.011,1.0,0.0,42.155188,112.945,0.128,-0.128,1.0,0.0,-104.348,0.161,-0.161,1.0,0.0,2458797.344998,0.004051,-0.004051,1.0,0.0,4.9807847,0.3442086,-0.3442086,1.0,0.0,117724.0282614,11101.498,-11101.498,1.0,0.0,8.0476984,35.753082,-35.753082,1.0,0.0,41.5305,0.15765,-0.15765,1.0,0.0,2990.0,158.0,-158.0,1.0,0.0,5.13581,0.0381304,-0.0381304,1.0,0.0,0.165066,0.0050239,-0.0050239,1.0,0.0
761,230086768.01,13.4447,0.007,-0.007,1.0,0.0,246.624072,-48.099,0.056,-0.056,1.0,0.0,141.604,0.061,-0.061,1.0,0.0,2458736.130762,0.000502,-0.000502,1.0,0.0,2.7546907,0.0285786,-0.0285786,1.0,0.0,110264.9392094,1543.9479,-1543.9479,1.0,0.0,18.8285063,15.250235,-15.250235,1.0,0.0,89.6716,0.26635,-0.26635,1.0,0.0,3496.0,63.0,-63.0,1.0,0.0,4.9,0.09,-0.09,1.0,0.0,0.389199,0.0116133,-0.0116133,1.0,0.0
762,269892793.01,11.9056,0.006,-0.006,1.0,0.0,44.292951,23.799,0.24,-0.24,1.0,0.0,-7.395,0.214,-0.214,1.0,0.0,2459882.483425,0.000292,-0.000292,1.0,0.0,1.8255671,0.0183248,-0.0183248,1.0,0.0,26694.3797428,289.91833,-289.91833,1.0,0.0,14.9468862,1.8219693,-1.8219693,1.0,0.0,152.983,3.3105,-3.3105,1.0,0.0,4769.0,128.627,-128.627,1.0,0.0,4.64845,0.0974705,-0.0974705,1.0,0.0,0.687841,0.0515126,-0.0515126,1.0,0.0
763,286355915.01,10.6479,0.009,-0.009,1.0,0.0,37.893241,-3.814,0.091,-0.091,1.0,0.0,2.129,0.081,-0.081,1.0,0.0,2459885.666366,0.000543,-0.000543,1.0,0.0,4.4132181,0.0297782,-0.0297782,1.0,0.0,10459.727229,85.59089,-85.59089,1.0,0.0,17.5223182,0.7767696,-0.7767696,1.0,0.0,374.442,6.276,-6.276,1.0,0.0,6531.44,109.703,-109.703,1.0,0.0,4.13711,0.0874493,-0.0874493,1.0,0.0,1.64302,0.0721885,-0.0721885,1.0,0.0
768,121966220.01,10.8001,0.006,-0.006,1.0,0.0,75.797813,13.3,0.082,-0.082,1.0,0.0,-11.25,0.059,-0.059,1.0,0.0,2459914.901064,0.000881,-0.000881,1.0,0.0,7.5037208,0.0725633,-0.0725633,1.0,0.0,9138.715071,98.50088,-98.50088,1.0,0.0,22.875658,1.1757971,-1.1757971,1.0,0.0,472.704,9.135,-9.135,1.0,0.0,5843.0,170.189,-170.189,1.0,0.0,3.7177,0.0858957,-0.0858957,1.0,0.0,2.3529,0.118236,-0.118236,1.0,0.0
784,27677846.01,9.5668,0.006,-0.006,1.0,0.0,66.370139,-59.115,0.092,-0.092,1.0,0.0,9.559,0.042,-0.042,1.0,0.0,2459936.359525,0.002253,-0.002253,1.0,0.0,3.877,1.142,-1.142,1.0,0.0,1683.0,3169.84,-3169.84,1.0,0.0,7.00844,1.77046,-1.77046,1.0,0.0,78.7137,0.33005,-0.33005,1.0,0.0,5304.0,123.0,-123.0,1.0,0.0,4.6,0.08,-0.08,1.0,0.0,0.79,0.04,-0.04,1.0,0.0
785,286561122.01,10.2674,0.006,-0.006,1.0,0.0,65.876229,-2.883,0.124,-0.124,1.0,0.0,-12.716,0.08,-0.08,1.0,0.0,2459910.5579,0.002965,-0.002965,1.0,0.0,2.0674164,0.1864681,-0.1864681,1.0,0.0,565.5754223,43.955204,-43.955204,1.0,0.0,8.1888041,0.6728079,-0.6728079,1.0,0.0,506.864,12.112,-12.112,1.0,0.0,7325.5,136.6,-136.6,1.0,0.0,3.71,0.09,-0.09,1.0,0.0,2.97877,0.17593,-0.17593,1.0,0.0
789,311121985.01,9.00007,0.006,-0.006,1.0,0.0,85.581285,26.89,0.1,-0.1,1.0,0.0,-70.465,0.082,-0.082,1.0,0.0,2460309.854705,0.002393,-0.002393,1.0,0.0,2.504,0.863,-0.863,1.0,0.0,482.0,63.439,-63.439,1.0,0.0,4.12493,0.368895,-0.368895,1.0,0.0,187.823,2.1665,-2.1665,1.0,0.0,6375.0,159.4,-159.4,1.0,0.0,4.0,0.09,-0.09,1.0,0.0,1.86,0.08,-0.08,1.0,0.0
790,312122956.01,10.1283,0.072,-0.072,1.0,0.0,88.475966,1.027,0.203,-0.203,1.0,0.0,-4.059,0.16,-0.16,1.0,0.0,2459547.065465,0.002104,-0.002104,1.0,0.0,3.417,0.144,-0.144,1.0,0.0,1030.0,56.325,-56.325,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,4488.38,1671.21,-1671.21,1.0,0.0,6056.45,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
791,339538183.01,9.7053,0.006,-0.006,1.0,0.0,93.318904,-4.99,0.961,-0.961,1.0,0.0,0.594,1.224,-1.224,1.0,0.0,2459935.390685,0.001688,-0.001688,1.0,0.0,1.175,0.35,-0.35,1.0,0.0,1984.0,1499.48,-1499.48,1.0,0.0,11.4272,0.820598,-0.820598,1.0,0.0,294.292,4.92,-4.92,1.0,0.0,7235.0,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.78,0.07,-0.07,1.0,0.0
792,353367071.01,9.84095,0.006,-0.006,1.0,0.0,89.934847,-3.075,0.12,-0.12,1.0,0.0,-6.438,0.093,-0.093,1.0,0.0,2458819.39874,0.00213,-0.00213,1.0,0.0,2.957,0.245,-0.245,1.0,0.0,1940.0,150.099,-150.099,1.0,0.0,13.5855,3.05985,-3.05985,1.0,0.0,402.261,8.8495,-8.8495,1.0,0.0,7895.7,147.4,-147.4,1.0,0.0,4.06,0.1,-0.1,1.0,0.0,2.11,0.17,-0.17,1.0,0.0
794,354006740.01,6.4018,0.006,-0.006,1.0,0.0,88.369051,-45.908,0.083,-0.083,1.0,0.0,83.682,0.067,-0.067,1.0,0.0,2458819.00417,0.0022,-0.0022,1.0,0.0,3.086,0.077,-0.077,1.0,0.0,870.0,205.882,-205.882,1.0,0.0,12.3762,3.48063,-3.48063,1.0,0.0,66.5241,0.23325,-0.23325,1.0,0.0,6481.7,362.6,-362.6,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,2.03,0.22,-0.22,1.0,0.0
795,368536386.01,10.3693,0.006,-0.006,1.0,0.0,89.420179,-2.947,0.075,-0.075,1.0,0.0,-1.976,0.061,-0.061,1.0,0.0,2458818.74012,0.00948,-0.00948,1.0,0.0,2.169,0.563,-0.563,1.0,0.0,650.0,3.70354,-3.70354,1.0,0.0,5.20733,0.47039,-0.47039,1.0,0.0,428.948,6.985,-6.985,1.0,0.0,7185.0,269.0,-269.0,1.0,0.0,4.04,0.09,-0.09,1.0,0.0,2.0,0.08,-0.08,1.0,0.0
796,409183335.01,9.7229,0.014,-0.014,1.0,0.0,81.807832,-0.5,1.7,-1.7,1.0,0.0,-17.0,1.7,-1.7,1.0,0.0,2458818.22815,0.00124,-0.00124,1.0,0.0,4.304,0.127,-0.127,1.0,0.0,5760.0,1114.22,-1114.22,1.0,0.0,25.5824,0.820598,-0.820598,1.0,0.0,225.941,4.92,-4.92,1.0,0.0,7174.0,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.76,0.07,-0.07,1.0,0.0
797,417705690.01,10.0233,0.006,-0.006,1.0,0.0,348.607533,4.034,0.08,-0.08,1.0,0.0,10.082,0.064,-0.064,1.0,0.0,2460311.61688,0.003118,-0.003118,1.0,0.0,3.294,0.548,-0.548,1.0,0.0,1121.0,38.3181,-38.3181,1.0,0.0,2.74038,0.16585,-0.16585,1.0,0.0,130.543,0.5625,-0.5625,1.0,0.0,5420.0,119.5,-119.5,1.0,0.0,4.38,0.08,-0.08,1.0,0.0,1.04,0.05,-0.05,1.0,0.0
804,468828873.01,10.045,0.009,-0.009,1.0,0.0,91.872047,-19.652,0.06,-0.06,1.0,0.0,-36.157,0.073,-0.073,1.0,0.0,2459957.440794,0.002367,-0.002367,1.0,0.0,2.832,0.416,-0.416,1.0,0.0,911.0,40.5608,-40.5608,1.0,0.0,5.15915,0.301122,-0.301122,1.0,0.0,281.902,4.53,-4.53,1.0,0.0,6064.0,132.1,-132.1,1.0,0.0,3.94,0.08,-0.08,1.0,0.0,1.89,0.09,-0.09,1.0,0.0
805,470315428.01,10.2851,0.006,-0.006,1.0,0.0,64.648489,19.482,1.018,-1.018,1.0,0.0,20.031,1.084,-1.084,1.0,0.0,2458818.19746,0.00313,-0.00313,1.0,0.0,2.534,0.268,-0.268,1.0,0.0,1110.0,1.54697,-1.54697,1.0,0.0,4.65122,0.714178,-0.714178,1.0,0.0,222.358,50.771,-50.771,1.0,0.0,5562.6,419.2,-419.2,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,1.4,0.21,-0.21,1.0,0.0
806,73104318.01,9.46925,0.006,-0.006,1.0,0.0,61.721603,15.3,0.056,-0.056,1.0,0.0,-14.916,0.047,-0.047,1.0,0.0,2458822.59324,0.00237,-0.00237,1.0,0.0,3.465,0.612,-0.612,1.0,0.0,2280.0,71.4002,-71.4002,1.0,0.0,15.1922,0.820598,-0.820598,1.0,0.0,201.645,1.3645,-1.3645,1.0,0.0,5029.7,16.7,-16.7,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,2.45,0.07,-0.07,1.0,0.0
810,96291218.01,10.3614,0.006,-0.006,1.0,0.0,73.034809,-6.1,2.5,-2.5,1.0,0.0,-3.7,2.5,-2.5,1.0,0.0,2459917.090821,0.000773,-0.000773,1.0,0.0,2.597,0.254,-0.254,1.0,0.0,5788.0,1723.07,-1723.07,1.0,0.0,20.2141,0.820598,-0.820598,1.0,0.0,391.546,4.92,-4.92,1.0,0.0,8001.0,134.35000000000002,-134.35000000000002,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,2.05,0.07,-0.07,1.0,0.0
811,9837861.01,9.9021,0.006,-0.006,1.0,0.0,70.54858,2.972,0.067,-0.067,1.0,0.0,-2.506,0.055,-0.055,1.0,0.0,2460312.310541,0.002878,-0.002878,1.0,0.0,1.908,0.23,-0.23,1.0,0.0,423.0,24.5127,-24.5127,1.0,0.0,5.01154,0.820598,-0.820598,1.0,0.0,299.399,4.3855,-4.3855,1.0,0.0,5235.5,16.3,-16.3,1.0,0.0,4.22041,0.09,-0.09,1.0,0.0,2.68,0.07,-0.07,1.0,0.0
837,23650642.01,10.8219,0.007,-0.007,1.0,0.0,126.088625,26.602,0.084,-0.084,1.0,0.0,-59.738,0.052,-0.052,1.0,0.0,2458843.38029,0.00428,-0.00428,1.0,0.0,1.611,0.479,-0.479,1.0,0.0,1020.0,4.85789,-4.85789,1.0,0.0,3.49799,0.294974,-0.294974,1.0,0.0,189.762,1.891,-1.891,1.0,0.0,5524.0,107.6,-107.6,1.0,0.0,4.41,0.07,-0.07,1.0,0.0,1.01,0.05,-0.05,1.0,0.0
839,371210825.01,10.9894,0.006,-0.006,1.0,0.0,111.559352,-42.674,0.179,-0.179,1.0,0.0,-74.653,0.16,-0.16,1.0,0.0,2458842.74962,0.00292,-0.00292,1.0,0.0,0.853,0.323,-0.323,1.0,0.0,1000.0,14.6108,-14.6108,1.0,0.0,2.95177,0.440428,-0.440428,1.0,0.0,103.107,1.187,-1.187,1.0,0.0,4252.9,105.3,-105.3,1.0,0.0,4.37,0.09,-0.09,1.0,0.0,0.89,0.07,-0.07,1.0,0.0
841,95129101.01,10.8508,0.007,-0.007,1.0,0.0,114.932863,3.12,0.089,-0.089,1.0,0.0,-4.992,0.075,-0.075,1.0,0.0,2459575.195833,0.001167,-0.001167,1.0,0.0,2.153,0.167,-0.167,1.0,0.0,2270.0,1.5283,-1.5283,1.0,0.0,6.51515,0.363202,-0.363202,1.0,0.0,343.469,5.973,-5.973,1.0,0.0,6621.9,137.7,-137.7,1.0,0.0,4.33,0.09,-0.09,1.0,0.0,1.34,0.06,-0.06,1.0,0.0
842,137500798.01,10.3042,0.007,-0.007,1.0,0.0,132.635012,-4.83,0.039,-0.039,1.0,0.0,-17.892,0.042,-0.042,1.0,0.0,2460328.287633,0.004908,-0.004908,1.0,0.0,4.875,0.47,-0.47,1.0,0.0,644.0,29.1797,-29.1797,1.0,0.0,3.74642,0.205098,-0.205098,1.0,0.0,335.518,2.892,-2.892,1.0,0.0,6653.0,124.9,-124.9,1.0,0.0,4.14,0.09,-0.09,1.0,0.0,1.67,0.07,-0.07,1.0,0.0
845,240148934.01,10.3135,0.006,-0.006,1.0,0.0,101.382168,18.699,0.081,-0.081,1.0,0.0,-28.382,0.068,-0.068,1.0,0.0,2458843.26677,0.00401,-0.00401,1.0,0.0,2.585,0.448,-0.448,1.0,0.0,1710.0,2.40429,-2.40429,1.0,0.0,5.96472,0.381378,-0.381378,1.0,0.0,291.007,5.6945,-5.6945,1.0,0.0,6582.0,123.8,-123.8,1.0,0.0,4.24,0.09,-0.09,1.0,0.0,1.48,0.07,-0.07,1.0,0.0
849,309257814.02,11.6626,0.006,-0.006,1.0,0.0,124.269428,-13.511,0.045,-0.045,1.0,0.0,19.48,0.037,-0.037,1.0,0.0,2458569.773308,0.00038,-0.00038,1.0,0.0,1.0753316,0.1093619,-0.1093619,1.0,0.0,4166.2802035,241.68144,-241.68144,1.0,0.0,7.660458,0.9441151,-0.9441151,1.0,0.0,256.345,1.463,-1.463,1.0,0.0,5237.0,183.0,-183.0,1.0,0.0,4.2427,0.42297,-0.42297,1.0,0.0,1.1072299,0.0651181,-0.0651181,1.0,0.0
851,461662295.01,9.92871,0.006,-0.006,1.0,0.0,124.446664,-39.008,0.057,-0.057,1.0,0.0,-48.908,0.044,-0.044,1.0,0.0,2458844.85466,0.00472,-0.00472,1.0,0.0,5.088,0.309,-0.309,1.0,0.0,5740.0,0.923177,-0.923177,1.0,0.0,7.44683,0.405057,-0.405057,1.0,0.0,112.978,0.4275,-0.4275,1.0,0.0,5326.0,120.0,-120.0,1.0,0.0,4.43,0.08,-0.08,1.0,0.0,0.97,0.05,-0.05,1.0,0.0
852,67926921.01,9.9841,0.006,-0.006,1.0,0.0,127.945702,-1.527,0.064,-0.064,1.0,0.0,-6.598,0.05,-0.05,1.0,0.0,2459606.849596,0.000582,-0.000582,1.0,0.0,4.197,0.105,-0.105,1.0,0.0,3870.0,0.317992,-0.317992,1.0,0.0,20.2251,0.859403,-0.859403,1.0,0.0,574.264,13.792,-13.792,1.0,0.0,6831.4,98.6,-98.6,1.0,0.0,3.61,0.09,-0.09,1.0,0.0,3.17,0.13,-0.13,1.0,0.0
855,142090065.01,9.01249,0.006,-0.006,1.0,0.0,79.073505,-6.382,0.051,-0.051,1.0,0.0,13.103,0.066,-0.066,1.0,0.0,2459738.517459,0.001139,-0.001139,1.0,0.0,1.1692366,0.0916572,-0.0916572,1.0,0.0,950.9544382,29.205482,-29.205482,1.0,0.0,4.8112209,0.807548,-0.807548,1.0,0.0,182.907,1.2905,-1.2905,1.0,0.0,7072.0,131.2,-131.2,1.0,0.0,4.28,0.09,-0.09,1.0,0.0,1.50581,0.0587262,-0.0587262,1.0,0.0
865,81212286.01,12.507,0.008,-0.008,1.0,0.0,127.032597,-88.814,0.053,-0.053,1.0,0.0,-7.645,0.052,-0.052,1.0,0.0,2458843.027821,0.002023,-0.002023,1.0,0.0,1.0565887,0.5722773,-0.5722773,1.0,0.0,2675.7176662,338.96216,-338.96216,1.0,0.0,1.9806358,2.0170252,-2.0170252,1.0,0.0,58.3171,0.1227,-0.1227,1.0,0.0,3541.0,157.0,-157.0,1.0,0.0,4.8452,0.0021218,-0.0021218,1.0,0.0,0.380019,0.0113954,-0.0113954,1.0,0.0
871,298666530.01,18.3324,0.016,-0.016,1.0,0.0,278.399911,11.763,0.347,-0.347,1.0,0.0,135.724,0.43,-0.43,1.0,0.0,2458842.505715,0.001358,-0.001358,1.0,0.0,0.4582376,0.1488967,-0.1488967,1.0,0.0,432048.7343961,103577.016,-103577.016,1.0,0.0,9.8672,0.820598,-0.820598,1.0,0.0,151.383,4.632,-4.632,1.0,0.0,5780.0,134.35000000000002,-134.35000000000002,1.0,0.0,4.438,0.09,-0.09,1.0,0.0,1.52,0.07,-0.07,1.0,0.0
879,53427308.01,10.379,0.006,-0.006,1.0,0.0,118.881765,-20.703,0.061,-0.061,1.0,0.0,-8.957,0.054,-0.054,1.0,0.0,2458844.7654,0.004,-0.004,1.0,0.0,1.569,0.23,-0.23,1.0,0.0,1710.0,4.65989,-4.65989,1.0,0.0,6.3744,0.474266,-0.474266,1.0,0.0,251.27,2.552,-2.552,1.0,0.0,5846.0,128.1,-128.1,1.0,0.0,4.11,0.07,-0.07,1.0,0.0,1.5,0.07,-0.07,1.0,0.0
889,86280613.01,9.5173,0.007,-0.007,1.0,0.0,141.721087,-12.552,0.045,-0.045,1.0,0.0,-19.926,0.044,-0.044,1.0,0.0,2460325.905001,0.002757,-0.002757,1.0,0.0,2.036,0.288,-0.288,1.0,0.0,2788.0,1808.04,-1808.04,1.0,0.0,15.6118,2.45677,-2.45677,1.0,0.0,248.695,2.059,-2.059,1.0,0.0,6505.0,129.6,-129.6,1.0,0.0,4.04,0.09,-0.09,1.0,0.0,1.83,0.08,-0.08,1.0,0.0
891,450327768.01,10.1883,0.007,-0.007,1.0,0.0,160.229227,-48.379,0.082,-0.082,1.0,0.0,-72.308,0.073,-0.073,1.0,0.0,2458875.04671,0.00069,-0.00069,1.0,0.0,1.426,0.096,-0.096,1.0,0.0,6980.0,3.43158,-3.43158,1.0,0.0,10.4171,0.594114,-0.594114,1.0,0.0,191.532,2.375,-2.375,1.0,0.0,5776.0,131.0,-131.0,1.0,0.0,4.25,0.08,-0.08,1.0,0.0,1.26,0.06,-0.06,1.0,0.0
899,135083444.01,10.0721,0.006,-0.006,1.0,0.0,184.3669,-35.126,0.085,-0.085,1.0,0.0,-3.673,0.047,-0.047,1.0,0.0,2458899.610227,0.003494,-0.003494,1.0,0.0,1.4664254,0.2579347,-0.2579347,1.0,0.0,1018.9771433,175.08829,-175.08829,1.0,0.0,6.0002066,14.255544,-14.255544,1.0,0.0,183.175,1.6665,-1.6665,1.0,0.0,6071.0,120.4,-120.4,1.0,0.0,4.36,0.08,-0.08,1.0,0.0,1.16271,0.0536282,-0.0536282,1.0,0.0
919,272086159.01,13.4004,0.007,-0.007,1.0,0.0,115.003473,15.438,0.073,-0.073,1.0,0.0,478.653,0.106,-0.106,1.0,0.0,2458649.291373,0.002626,-0.002626,1.0,0.0,1.556705,0.037499,-0.037499,1.0,0.0,71225.723174,1623.8068,-1623.8068,1.0,0.0,10.424281,7.728964,-7.728964,1.0,0.0,65.9528,0.20035,-0.20035,1.0,0.0,3270.0,63.0,-63.0,1.0,0.0,4.98242,0.409627,-0.409627,1.0,0.0,0.271,0.047,-0.047,1.0,0.0
920,420112587.01,12.4989,0.008,-0.008,1.0,0.0,290.173976,6.983,0.086,-0.086,1.0,0.0,-81.876,0.095,-0.095,1.0,0.0,2458691.531496,0.003782,-0.003782,1.0,0.0,2.0842156,0.3009407,-0.3009407,1.0,0.0,4957.8780942,704.5552,-704.5552,1.0,0.0,2.6437021,4.0930066,-4.0930066,1.0,0.0,30.5373,0.04315,-0.04315,1.0,0.0,3212.0,157.0,-157.0,1.0,0.0,4.98029,0.0125638,-0.0125638,1.0,0.0,0.254522,0.0077084,-0.0077084,1.0,0.0
931,457138169.01,9.22437,0.006,-0.006,1.0,0.0,141.367951,-28.379,0.047,-0.047,1.0,0.0,8.392,0.044,-0.044,1.0,0.0,2459605.893177,0.003142,-0.003142,1.0,0.0,1.2245785,0.0698552,-0.0698552,1.0,0.0,874.580104,62.854668,-62.854668,1.0,0.0,6.5935026,3.981952,-3.981952,1.0,0.0,163.438,0.81,-0.81,1.0,0.0,6273.0,117.4,-117.4,1.0,0.0,4.2,0.08,-0.08,1.0,0.0,1.4487799,0.0595603,-0.0595603,1.0,0.0
952,207468071.02,9.29416,0.006,-0.006,1.0,0.0,245.907924,-38.232,0.045,-0.045,1.0,0.0,73.206,0.049,-0.049,1.0,0.0,2460477.136269,0.002156,-0.002156,1.0,0.0,1.519,0.532,-0.532,1.0,0.0,243.0,25.6082,-25.6082,1.0,0.0,2.73549,0.187474,-0.187474,1.0,0.0,191.649,0.9245,-0.9245,1.0,0.0,6351.0,118.9,-118.9,1.0,0.0,4.12,0.08,-0.08,1.0,0.0,1.62,0.07,-0.07,1.0,0.0
956,300871545.01,10.0433,0.006,-0.006,1.0,0.0,117.657401,-14.67,0.041,-0.041,1.0,0.0,33.139,0.042,-0.042,1.0,0.0,2460186.764732,0.000218,-0.000218,1.0,0.0,3.1822663,0.0035939,-0.0035939,1.0,0.0,23137.3629965,31.129509,-31.129509,1.0,0.0,24.4342674,1.0329372,-1.0329372,1.0,0.0,247.441,1.4185,-1.4185,1.0,0.0,6380.0,197.0,-197.0,1.0,0.0,4.24852,0.353278,-0.353278,1.0,0.0,1.44956,0.0612664,-0.0612664,1.0,0.0
