time,flux
1354.1074113410245,1.0005820409109838
1354.1088002024744,1.00141816945253
1354.110189063866,1.0005900295205534
1354.1129667867635,0.9999973172348346
1354.1143556482134,0.9998499440106944
1354.1157445097215,1.0003832180539343
1354.117133371171,1.0001788509790392
1354.118522232678,0.9999249422102713
1354.1199110941275,0.9987825615308402
1354.1212999556355,0.9995010058577262
1354.1226888171436,1.000201028464486
1354.1240776786503,0.9988009237054695
1354.1254665402157,0.9997516356811412
1354.1268554017238,1.0009437367180831
1354.12824426329,1.000182845252167
1354.129633124856,0.9978880091609823
1354.1310219864208,0.9993027199407073
1354.132410847987,1.0001986437378216
1354.1337997095534,1.0004644757710397
1354.1351885711779,0.9994825843644137
1354.1365774327437,1.0004799761818304
1354.1379662943668,1.0001068335941576
1354.1393551559913,1.0004288844176168
1354.1407440176158,1.0011017214397495
1354.142132879239,0.9979018406736717
1354.1435217408625,1.0008315373723824
1354.1449106025452,0.9999049109528334
1354.1462994641697,1.0003626499522975
1354.1476883258524,1.000224934780539
1354.1490771875337,1.0007650644152284
1354.150466049216,1.0004355018743274
1354.1518549108987,1.0000564572620911
1354.1532437726396,1.0006666368581862
1354.1546326343214,0.9991395484015202
1354.156021496061,0.9999998807660779
1354.1574103578018,0.9991283404128475
1354.1587992195427,1.0004425963186527
1354.1601880812832,0.999657679389384
1354.1615769430232,1.001917698899632
1354.1629658048219,0.9987529322605777
1354.1643546665628,1.0019032120907028
1354.1657435283619,0.9990729561455197
1354.1671323901596,1.0012239960457254
1354.1685212519583,1.0017563756028989
1354.1699101137574,1.0002284522491278
1354.1712989755565,0.9978188532137575
1354.1726878374138,1.000417974638341
1354.1740766992116,0.9999799686939302
1354.175465561068,0.9993460612816114
1354.1768544229253,0.9991713238959247
1354.1782432847822,0.9989625451494365
1354.1796321466395,0.9988923758868102
1354.1810210085541,1.000215455825594
1354.182409870411,1.0003094718476304
1354.1837987323265,1.0005572997503598
1354.185187594183,0.9999738877508333
1354.186576456098,1.0000200909326342
1354.1879653180126,1.0002626129481598
1354.1893541799864,0.9995444663662844
1354.190743041902,0.9989445998693314
1354.192131903817,0.9998317607554479
1354.1935207657903,1.000224100410338
1354.194909627763,1.0002912292192154
1354.1962984897364,0.9997785226993069
1354.19768735171,1.0005478210060292
1354.199076213683,0.9996239356493564
1354.2004650756562,1.0002346527223174
1354.2018539376882,1.0005720853129676
1354.2032427997192,0.9999170130467772
1354.204631661693,1.0008711842615226
1354.2060205237244,1.0012039072076924
1354.2074093857555,0.9989118690217481
1354.2087982477874,0.9999128994381984
1354.210187109877,0.9989135977228178
1354.2115759719081,0.9997510986090079
1354.2129648339978,0.9998768906819064
1354.214353696087,0.9997663605447287
1354.2157425581772,1.0008194968959157
1354.2171314202674,1.0000906776463923
1354.218520282357,1.0001715184876898
1354.2199091444463,1.0005298771290771
1354.2212980065942,0.9990935212974503
1354.2226868686844,1.0008283207231132
1354.224075730832,0.9997450174064222
1354.2254645929797,1.000163589506711
1354.226853455128,0.9994282712986826
1354.228242317276,1.0002315531325012
1354.2296311794244,0.9991338218683717
1354.23102004163,1.0000387511771416
1354.232408903777,1.0005455570545307
1354.2337977659836,1.0000160966476108
1354.2351866281901,0.9992218760382712
1354.2365754903967,0.9991883710151992
1354.2379643526028,1.0003584188363763
1354.239353214808,0.9998342640480148
1354.2407420770728,0.9996875459611784
1354.2421309392794,1.0005077006431033
1354.2435198015432,1.000556229164508
1354.2449086638076,1.0002669065825172
1354.2462975260714,0.9991349530478031
1354.2476863883362,0.9990385517669554
1354.249075250601,0.9988222599838282
1354.2504641129226,0.9992247959418249
1354.251852975187,0.9991235060045979
1354.25324183751,1.000455416870384
1354.2546306997747,0.9997023901788759
1354.2560195620972,0.9999839033120843
1354.2574084244188,1.0004328221302552
1354.2587972868,1.000161622727959
1354.260186149123,1.0000401821239866
1354.261575011446,1.0005105038415965
1354.2629638738263,0.999480732306952
1354.264352736206,0.9998530430433648
1354.265741598529,0.9997823963409199
1354.2671304609103,0.9990873760523374
1354.26851932329,0.998584323743328
1354.269908185729,1.0016716739382099
1354.2712970481102,0.9995314065517948
1354.2726859105496,0.999557638166979
1354.2740747729308,0.9992308149069525
1354.2754636353689,0.9980978433241967
1354.2768524978073,0.9990556582732533
1354.2782413602467,0.9997078143998436
1354.2796302226861,0.9999272665790766
1354.281019085125,1.0001312182767446
1354.2824079476213,1.0009233571807654
1354.2837968100607,1.000812408997464
1354.2851856725583,0.9994520545331831
1354.2865745350555,1.001164988023117
1354.2879633975522,0.9998716432289866
1354.2893522600493,1.0002626753683
1354.290741122547,1.000500192207351
1354.2921299850445,1.0003832224404758
1354.293518847599,1.0000504365684437
1354.2949077100957,1.0005127122837516
1354.2962965726515,1.0011336905945174
1354.2976854352073,0.9992204384860625
1354.2990742977631,1.000350671605878
1354.3004631603176,0.9990096296997578
1354.301852022873,1.0005755500336244
1354.303240885487,1.0000265299177584
1354.3046297480419,1.0008423400443711
1354.3060186106559,0.9997529437344259
1354.3074074732694,1.000268220657307
1354.3087963358244,0.9993199391087059
1354.3101851984384,0.9988925980478486
1354.3115740611102,0.9993665599705249
1354.3129629237233,1.0001065371924798
1354.3143517863368,0.9994666581134828
1354.315740649009,1.0006656938609504
1354.317129511623,1.000564224270324
1354.3185183742949,1.0009475083475587
1354.3199072369662,1.0014496709146865
1354.321296099638,1.0007243586862054
1354.3226849623093,1.000458164457849
1354.3240738249815,1.0006281356105198
1354.3254626877115,1.0016562491075922
1354.3268515503828,1.0011019804049712
1354.3282404131132,1.0012642610928686
1354.3296292758432,0.9995788577278981
1354.3310181385737,0.9989610946459113
1354.3324070013032,1.0011280347793137
1354.3337958640332,0.99934408105589
1354.3351847267636,1.001236302054043
1354.3365735894931,1.0006039322727813
1354.3379624522813,0.999686348586017
1354.3393513150108,1.0010351513256739
1354.340740177799,1.0010218567650138
1354.3421290405877,0.9992916157700567
1354.3435179033763,0.9989136356433391
1354.344906766164,0.998599387171524
1354.3462956289522,0.9995836256369994
1354.3476844917986,1.0018533554485591
1354.3490733545873,1.001084934940867
1354.3504622174332,0.9995262127406742
1354.3518510802214,0.9991718407986004
1354.3532399430683,1.000440520518902
1354.3546288059142,1.0008986883585578
1354.356017668761,1.0001362878016813
1354.3574065316657,1.0008510537834394
1354.3587953945112,0.9986464811939105
1354.360184257358,1.0002658389867094
1354.361573120263,1.001396206650985
1354.3629619831681,1.0001184620796146
1354.364350846014,0.9994324311014878
1354.3657397089178,0.9990638090754776
1354.3671285718228,0.9994107295161436
1354.368517434728,0.9995651415978608
1354.3699062976907,0.9991473338233988
1354.3712951605949,1.0001734307645787
1354.3726840235577,0.9989992403384006
1354.3740728864627,0.9976267575971353
1354.375461749426,1.0002855737217804
1354.376850612388,0.9998004560238642
1354.3782394753505,1.0008143328787005
1354.379628338314,1.0000318364384493
1354.3810172012772,0.9998480912468424
1354.3824060642396,1.0004333097640168
1354.3837949272597,1.0004081507575113
1354.385183790223,0.9999834855681752
1354.3865726532445,0.9991002909939493
1354.3879615162655,0.9997530583767732
1354.389350379286,0.9995418899436496
1354.390739242307,0.9997034575101532
1354.3921281053285,1.0008263093067706
1354.39351696835,1.0001646654920686
1354.3949058314283,1.000290818436291
1354.396294694449,0.9986909024396802
1354.3976835575286,1.000330464045327
1354.39907242055,1.000982270951298
1354.4004612836297,1.0016625174279354
1354.401850146708,1.0005831282011017
1354.4032390097873,0.9994737477512657
1354.404627872867,0.9987401347969916
1354.406016736004,1.0002955906202264
1354.4074055990839,0.9996150424273086
1354.408794462221,0.9996987473960847
1354.4101833253003,1.0001444569432458
1354.4115721884382,0.9996556384318003
1354.4129610515752,0.9991573972715363
1354.4143499147126,0.9995793282021629
1354.4157387778496,1.0012320859848878
1354.4171276409875,0.9996338210333985
1354.4185165041254,1.0012428775402245
